GOID	Ontology Source	GOTerm	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni step down	Group PValue	Group PValue Corrected with Bonferroni step down	Associated Genes Found	All Associated Genes	OverViewTerm
GO:0030574	GO_BiologicalProcess_05.06.2015_11h19	collagen catabolic process	[4, 5, 6]	[Group0]	13	16.25	1.0714055447213672E-4	0.002249951643914871	{Group0=2.4802261841763685E-4}	{Group0=0.001736158328923458}	[CEL, COL12A1, COL17A1, COL25A1, COL3A1, COL4A2, COL4A3, COL6A3, CTSL, FAP, MMP1, MMP13, MMP27]	[ADAM10, ADAM15, ADAM17, ADAM9, ADAMTS14, ADAMTS2, ADAMTS3, CEL, COL10A1, COL11A1, COL11A2, COL12A1, COL13A1, COL14A1, COL15A1, COL16A1, COL17A1, COL18A1, COL19A1, COL1A1, COL1A2, COL23A1, COL25A1, COL26A1, COL2A1, COL3A1, COL4A1, COL4A2, COL4A3, COL4A4, COL4A5, COL4A6, COL5A1, COL5A2, COL5A3, COL6A1, COL6A2, COL6A3, COL6A5, COL6A6, COL7A1, COL8A1, COL8A2, COL9A1, COL9A2, COL9A3, CST3, CTSB, CTSD, CTSK, CTSL, CTSS, ELANE, FAP, FURIN, GLMN, ITGB1, KLK6, MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP16, MMP19, MMP2, MMP20, MMP25, MMP26, MMP27, MMP3, MMP7, MMP8, MMP9, MRC2, PEPD, PRSS2, PRTN3]	TRUE
GO:0032963	GO_BiologicalProcess_05.06.2015_11h19	collagen metabolic process	[5]	[Group0]	16	13.114754	2.4802261841763685E-4	0.004960452368352737	{Group0=2.4802261841763685E-4}	{Group0=0.001736158328923458}	[CEL, COL12A1, COL17A1, COL25A1, COL3A1, COL4A2, COL4A3, COL6A3, CTSL, F2, FAP, ITGA2, MMP1, MMP13, MMP27, SERPINB7]	[ADAM10, ADAM15, ADAM17, ADAM9, ADAMTS14, ADAMTS2, ADAMTS3, AMELX, ARG1, BMP4, CCL2, CEL, CIITA, COL10A1, COL11A1, COL11A2, COL12A1, COL13A1, COL14A1, COL15A1, COL16A1, COL17A1, COL18A1, COL19A1, COL1A1, COL1A2, COL23A1, COL25A1, COL26A1, COL2A1, COL3A1, COL4A1, COL4A2, COL4A3, COL4A4, COL4A5, COL4A6, COL5A1, COL5A2, COL5A3, COL6A1, COL6A2, COL6A3, COL6A5, COL6A6, COL7A1, COL8A1, COL8A2, COL9A1, COL9A2, COL9A3, CST3, CTGF, CTSB, CTSD, CTSK, CTSL, CTSS, ELANE, ENG, F2, F2R, FAP, FURIN, GLMN, HDAC2, HIF1A, ID1, IGI:, IHH, IL6, IL6R, ITGA2, ITGB1, KLK6, MFAP4, MKX, MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP16, MMP19, MMP2, MMP20, MMP25, MMP26, MMP27, MMP3, MMP7, MMP8, MMP9, MRC2, P2RX7, P3H1, P3H2, PDGFRB, PEPD, PPARD, PPARG, PRDX5, PRSS2, PRTN3, RETN, RGCC, SCX, SERPINB7, SERPINF2, SERPINH1, SUCO, TGFB1, TGFB3, TINAGL1, TNS2, TNXB, TRAM2, UCN, UTS2, WNT4]	FALSE
GO:0050954	GO_BiologicalProcess_05.06.2015_11h19	sensory perception of mechanical stimulus	[6]	[Group1]	21	12.804878	4.0898453173353146E-5	9.406644229871223E-4	{Group1=4.0898453173353146E-5}	{Group1=3.2718762538682517E-4}	[ADGRV1, ALDH7A1, CDH1, COL4A3, EYA4, HEXB, ITGA2, LOXHD1, MARVELD2, NIPBL, OTOG, OTOGL, PTPRQ, SLC17A8, TBX1, TECTA, TMC1, TMC2, TRPA1, USH1C, USH2A]	[ADGRV1, ALDH7A1, AQP4, ASIC2, ASIC3, ATP2B2, ATP2B4, ATP6V0A4, ATP6V1B1, ATP8B1, AXIN1, BARHL1, CACNA1D, CASP3, CDH1, CDH23, CDKN1B, CDKN2D, CEACAM16, CEMIP, CHD7, CHRNA10, CHRNA9, CHRNB2, CLIC5, CLRN1, CNTN5, COCH, COL11A1, COL11A2, COL1A1, COL2A1, COL4A3, CRYM, DFNA5, DFNB31, DFNB59, DIAPH1, DRGX, EML2, ESPN, EYA1, EYA4, FAM107B, FAM188B2, FAM65B, FBXO11, FGFR1, FYN, FZD4, FZR1, GABRA5, GABRB2, GABRB3, GJB2, GJB3, GJB6, GJC3, GPX1, GRIN2B, GRM7, GRXCR1, HEXB, HOXA1, HPN, HTR2A, ICAM1, IFNG, ITGA2, KCNA1, KCNE1, KCNK4, KCNQ1, KCNQ4, KIT, KPTN, LHFPL5, LOXHD1, LRIG1, LRIG2, LRTOMT, MAP1A, MARVELD2, METAP1, MKKS, MYH14, MYH7B, MYO15A, MYO1A, MYO3A, MYO6, MYO7A, NAV2, NDP, NDUFB9, NIPBL, NTRK1, OTOA, OTOF, OTOG, OTOGL, OTOR, OTOS, P2RX2, PAX3, PCDH15, PGAP1, PIEZO2, POU3F4, POU4F2, POU4F3, PTPRQ, PTPRR, RAB3A, RPL38, SCN8A, SERPINB6, SERPINE2, SIX1, SLC12A2, SLC17A8, SLC1A3, SLC26A4, SLC26A5, SLC52A3, SLITRK6, SNAI2, SOBP, SOD1, SOX2, SPRY2, SPTBN4, SRRM4, STRC, TBL1X, TBX1, TBX18, TECTA, TFAP2A, TH, THRB, TIMM10, TIMM13, TIMM8B, TIMM9, TJP1, TMC1, TMC2, TMIE, TMPRSS3, TMPRSS4, TNF, TPRN, TRPA1, TSHZ3, TSPEAR, TUB, UCN, USH1C, USH1G, USH2A, WDR1, WFS1, ZNF354A]	TRUE
GO:0051297	GO_BiologicalProcess_05.06.2015_11h19	centrosome organization	[4, 5, 6, 7]	[Group2]	14	14.0	3.0103558602468105E-4	0.00571967613446894	{Group2=3.0103558602468105E-4}	{Group2=0.0018062135161480862}	[BRCA1, CENPJ, CEP192, CETN3, HAUS1, HAUS6, HEPACAM2, KIF11, MCPH1, PKHD1, PLK1, PLK2, PLK4, TUBE1]	[ARHGEF10, ARL2, AURKA, BBS4, BNIP2, BRCA1, BRCA2, BRSK1, C2CD3, CCNF, CCP110, CDK1, CDK2, CDK5RAP2, CENPJ, CEP131, CEP135, CEP152, CEP192, CEP250, CEP63, CEP68, CEP76, CETN2, CETN3, CHD3, CHEK1, CHMP1A, CHMP1B, CHMP2A, CHMP2B, CHMP3, CHMP4A, CHMP4B, CHMP4C, CHMP5, CHORDC1, CKAP5, CNTLN, CNTROB, CROCC, CROCCP2, CROCCP3, CTNNB1, FBXW5, G3V2T6_HUMAN, GADD45A, GEN1, HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, HAUS6, HAUS7, HAUS8, HEPACAM2, KIAA0101, KIF11, KIF3B, MBD1, MCPH1, NDE1, NDEL1, NEK2, NPM1, NUBP1, NUBP2, OFD1, PCM1, PDCD6IP, PKD2, PKHD1, PLK1, PLK2, PLK4, PPP1R12A, PRKD2, RAB6C, RANBP1, RBM14, ROCK2, SAC3D1, SASS6, SGOL1, SLC16A1, SPICE1, SSX2IP, STIL, TMEM67, TRIM37, TUBE1, USP33, UVRAG, UXT, VPS4B, XPO1, XRCC2, XRCC3]	TRUE
GO:0051321	GO_BiologicalProcess_05.06.2015_11h19	meiotic cell cycle	[2, 4]	[Group7]	21	10.243902	9.164946955365785E-4	0.014663915128585257	{Group7=9.164946955365785E-4}	{Group7=0.002749484086609736}	[ASPM, CYP26B1, DDX4, MOCOS, MSH3, MSH4, NBN, NPRL2, PIWIL1, PLK1, RAD1, RAD54B, SMC2, SPIN1, SPO11, STRA8, SYCP2, SYCP3, TDRD12, TDRD9, TRIP13]	[ACTR2, ACTR3, APITD1, ARTN, ASPM, ASZ1, ATM, ATRX, AURKA, AURKC, BAG6, BHLHE40, BOLL, BRCA2, BRDT, BUB3, CALR, CAMK2B, CCDC155, CCDC79, CCM2, CCNA1, CCNB1IP1, CCNB3, CDC20, CDC25B, CDK2, CHTF18, CKS2, CPEB1, CYP26B1, DDX4, DMC1, DMRT1, DMRTC2, DPEP3, DUSP1, DUSP12, DUSP13, EHMT2, EIF4G3, ERCC4, EREG, ESPL1, EXO1, FANCA, FANCD2, FANCM, FBXO43, FBXO5, FKBP6, FMN2, FZR1, GPR3, H1FOO, H2AFX, HFM1, HID1, HORMAD1, HORMAD2, HSF1, HSPA2, HUS1, HUS1B, ING2, ING3, INGX, KIAA0430, KLHDC3, LFNG, LIF, M1AP, MAEL, MEI1, MEI4, MEIKIN, MEIOB, MKI67, MLH1, MLH3, MND1, MNS1, MOCOS, MOS, MRE11A, MSH2, MSH3, MSH4, MSH5, MSH6, MSX1, MSX2, MYH9, NANOS2, NBN, NDC1, NEK2, NPM2, NPPC, NPR2, NPRL2, NR2C2, NUMA1, OSGIN2, OSM, OVOL1, P3H4, PDE3A, PIM2, PIWIL1, PIWIL2, PIWIL3, PIWIL4, PLCB1, PLD6, PLK1, POLR1A, PPP2CA, PRDM9, PRKACB, PRKAR1A, PSMC3IP, PSMD13, RAB33B, RAD1, RAD21, RAD21L1, RAD50, RAD51, RAD51B, RAD51C, RAD51D, RAD54B, RAD54L, RBBP8, RBM7, REC114, REC8, RNASE6, RNF212, RPA1, RPS27A, RPS6KA2, RRAD, RSPH1, RSPO1, SGOL1, SGOL2, SIRT2, SLC26A8, SLC2A8, SMC1A, SMC1B, SMC2, SMC3, SMC4, SPATA22, SPDYA, SPIN1, SPIRE1, SPIRE2, SPNS1, SPO11, STAG2, STAG3, STRA13, STRA8, SUV39H2, SYCE1, SYCE1L, SYCE2, SYCE3, SYCP1, SYCP2, SYCP3, SYDE1, TAF1L, TDRD1, TDRD12, TDRD9, TDRKH, TEX11, TEX12, TEX14, TEX15, TEX19, TEX40, TOP2A, TOP2B, TOP3A, TRIP13, TUBG1, UBB, UBC, UBE2B, UBR2, UTP14C, WBP2NL, WEE2, WNT4, WNT5A, XRCC2, ZFP42, ZNF318, ZW10]	FALSE
GO:0051983	GO_BiologicalProcess_05.06.2015_11h19	regulation of chromosome segregation	[3, 4]	[Group5]	10	12.048193	0.006395705554304993	0.03197852777152497	{Group5=2.836515125118236E-5}	{Group5=2.552863612606412E-4}	[BUB1, BUB1B, CENPE, CENPF, KIF2C, MOCOS, PLK1, SMC5, TERF1, TTK]	[ANAPC1, ANAPC10, ANAPC11, ANAPC15, ANAPC2, ANAPC4, ANAPC5, ANAPC7, APC, ATM, AURKB, AXIN2, BECN1, BUB1, BUB1B, BUB3, CCNB1, CDC16, CDC20, CDC23, CDC26, CDC27, CDC42, CDC6, CDCA5, CENPE, CENPF, CHTF18, CIT, CSNK2A1, CSNK2A2, CTCF, CTNNB1, CUL3, DHDDS, DLGAP5, DUSP1, DUSP12, DYNC1LI1, E9PMD0_HUMAN, ECT2, ESPL1, FBXO5, GEN1, HDAC8, HORMAD1, KIF2B, KIF2C, KLHL22, KNSTRN, LCMT1, MAD1L1, MAD2L1, MAD2L2, MOCOS, MOS, NEK2, NEK6, NSMCE2, PCID2, PLK1, PROC, PSMG2, PTEN, RACGAP1, RB1, RCC2, RECQL4, SIRT2, SMC5, SPAG5, STIL, TERF1, TEX14, TPR, TTK, UBE2C, UBE2D1, UBE2E1, USP44, WAPAL, XRCC3, ZNF207]	FALSE
GO:0055008	GO_BiologicalProcess_05.06.2015_11h19	cardiac muscle tissue morphogenesis	[5, 6, 7, 8, 9]	[Group3]	9	15.5172415	0.0016938126586447683	0.016938126586447683	{Group3=3.728022243598122E-4}	{Group3=0.001864011121799061}	[DSP, LY6E, MYH7, PKP2, PTCD2, SMAD7, TBX20, TTN, XIRP2]	[ACTC1, ANKRD1, BMP10, BMP2, CCM2L, COL11A1, DLL4, DSP, DSPP, EGLN1, FGFR2, FKBP1A, FOXC1, FOXC2, FOXH1, HAND1, HEG1, HEY1, HEY2, ISL1, LRP6, LY6E, MBD4, MED1, MYBPC3, MYH6, MYH7, MYL2, MYL3, MYLK2, NKX2-5, NKX2-5 dimer, NOTCH1, NRG1, PITX2, PKP2, POU4F1, PROX1, PTCD2, RBPJ, RXRA, RYR2, S1PR1, SMAD7, TBX20, TCAP, TGFBR3, TNNC1, TNNI1, TNNI3, TNNT2, TPM1, TTN, WNT2, WNT5A, XIRP2, ZFPM1, ZFPM2]	FALSE
GO:0060415	GO_BiologicalProcess_05.06.2015_11h19	muscle tissue morphogenesis	[4, 5, 6, 7, 8]	[Group3]	11	16.17647	3.728022243598122E-4	0.006710440038476619	{Group3=3.728022243598122E-4}	{Group3=0.001864011121799061}	[COL3A1, DSP, LY6E, MYH7, PKP2, PTCD2, SMAD7, TBX1, TBX20, TTN, XIRP2]	[ACTC1, ANKRD1, BMP10, BMP2, CCM2L, COL11A1, COL3A1, DLL4, DSP, DSPP, EGLN1, FGFR2, FKBP1A, FOXC1, FOXC2, FOXH1, FZD1, FZD2, HAND1, HEG1, HEY1, HEY2, ISL1, LRP6, LY6E, MBD4, MED1, MYBPC3, MYF5, MYF6, MYH6, MYH7, MYL2, MYL3, MYLK, MYLK2, NKX2-5, NKX2-5 dimer, NOTCH1, NRG1, PAX7, PITX2, PKP2, POU4F1, PROX1, PTCD2, RBPJ, RXRA, RYR2, S1PR1, SHOX2, SMAD7, TBX1, TBX20, TCAP, TGFBR3, TNNC1, TNNI1, TNNI3, TNNT2, TPM1, TTN, VANGL2, WNT2, WNT5A, XIRP2, ZFPM1, ZFPM2]	TRUE
GO:0061041	GO_BiologicalProcess_05.06.2015_11h19	regulation of wound healing	[5, 6]	[Group4]	15	11.538462	0.0014738888516291917	0.0176866662195503	{Group4=0.0014738888516291917}	{Group4=0.0029477777032583833}	[ADAMTS18, ARFGEF1, CEL, F2, FAP, FGB, KANK1, KNG1, PLAU, PLG, SEPP1, SYK, TC2N, TEC, VIL1]	[ADAMTS18, ADRA2A, ALOX12, ANO6, ANXA2, APCS, APOE, APOH, ARFGEF1, ASIC2, C1QTNF1, C6orf1, CAPN3, CASK, CAV1, CD109, CD34, CD36, CEL, CLASP1, CLASP2, CLEC4M, CNTN1, CPB2, DMTN, E9PLN8_HUMAN, EDN1, ENPP4, F11, F12, F2, F2R, F2RL1, F3, F7, FAM46A, FAP, FCER1G, FGA, FGB, FGF13, FGF2, FGG, FOXA2, FOXC2, GJA1, GJD4, GLMN, GP1BA, GP5, GSN, HBEGF, HMGCR, HOPX, HPSE, HRAS, HRG, INSL3, ITGA2B, KANK1, KLKB1, KNG1, KRT1, LBH, LYN, MYLK, MYOD1, NANOS3, NFE2L2, NOS3, NR4A3, NRG1, PDGFA, PDGFB, PDGFRA, PDPN, PHLDB2, PLAT, PLAU, PLAUR, PLEK, PLG, PPAP2B, PRKCA, PRKCD, PRKCE, PRKCQ, PRKG1, PROC, PROS1, PTPRJ, REG3A, REG3G, RHBDF2, RREB1, SCARA5, SELP, SEPP1, SERPINB2, SERPINC1, SERPINE1, SERPINE2, SERPINF2, SERPING1, SMAD3, SOX15, SRSF6, STAB2, STX2, STXBP5, SYK, TC2N, TEC, TGFBR2, THBD, THBS1, TLR4, TMPRSS6, TNDM, TNFAIP3, TNFRSF12A, TSPAN8, UBASH3B, USF1, VAV2, VEGFB, VIL1, VTN, WNT4, ZNF160]	TRUE
GO:0098661	GO_BiologicalProcess_05.06.2015_11h19	inorganic anion transmembrane transport	[4, 5, 6, 7, 8]	[Group6]	12	11.214953	0.005323170161203155	0.03193902096721893	{Group6=6.071285571677484E-4}	{Group6=0.0024285142286709937}	[ANO2, ANO4, ANO9, GABRD, GABRR2, GLRA2, GLRA3, SLC12A1, SLC13A1, SLC26A3, SLC26A7, SLC34A2]	[ADAMTS8, ANKH, ANO1, ANO10, ANO2, ANO4, ANO5, ANO6, ANO7, ANO8, ANO9, APOL1, BEST1, BEST2, BEST3, BEST4, BSND, CFTR, CLCA1, CLCA2, CLCA3P, CLCA4, CLCC1, CLCN1, CLCN2, CLCN3, CLCN4, CLCN5, CLCN7, CLCNKA, CLCNKB, CLIC1, CLIC2, CLIC3, CLIC4, CLIC5, CLIC6, FXYD1, FXYD3, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, GLRA1, GLRA2, GLRA3, GLRA4, GLRB, NMUR2, PCYOX1, SLC12A1, SLC12A2, SLC12A3, SLC12A4, SLC12A5, SLC12A6, SLC12A7, SLC12A9, SLC13A1, SLC17A1, SLC17A2, SLC17A3, SLC17A4, SLC17A7, SLC1A4, SLC20A1, SLC20A2, SLC25A3, SLC26A1, SLC26A10, SLC26A11, SLC26A2, SLC26A3, SLC26A4, SLC26A5, SLC26A6, SLC26A7, SLC26A8, SLC26A9, SLC34A1, SLC34A2, SLC34A3, SLC37A1, SLC37A2, SLC37A3, SLC4A1, SLC4A11, SLC4A2, SLC4A3, TTYH1, TTYH2, TTYH3]	FALSE
GO:1902099	GO_BiologicalProcess_05.06.2015_11h19	regulation of metaphase/anaphase transition of cell cycle	[6, 7, 8, 9, 10, 11]	[Group5]	9	15.5172415	0.0016938126586447683	0.016938126586447683	{Group5=2.836515125118236E-5}	{Group5=2.552863612606412E-4}	[BUB1, BUB1B, CENPE, CENPF, MOCOS, PLK1, SMC5, TERF1, TTK]	[ANAPC1, ANAPC10, ANAPC11, ANAPC15, ANAPC2, ANAPC4, ANAPC5, ANAPC7, APC, ATM, BUB1, BUB1B, BUB3, CCNB1, CDC16, CDC20, CDC23, CDC26, CDC27, CDC6, CENPE, CENPF, CSNK2A1, CSNK2A2, CUL3, DLGAP5, DUSP1, DUSP12, DYNC1LI1, ESPL1, GEN1, KLHL22, LCMT1, MAD1L1, MAD2L1, MAD2L2, MOCOS, MOS, NEK6, NSMCE2, PCID2, PLK1, PROC, PSMG2, PTEN, RB1, SMC5, STIL, TERF1, TEX14, TPR, TTK, UBE2C, UBE2D1, UBE2E1, USP44, XRCC3, ZNF207]	FALSE
GO:1902476	GO_BiologicalProcess_05.06.2015_11h19	chloride transmembrane transport	[5, 6, 7, 8, 9]	[Group6]	10	11.764706	0.007553268185508936	0.030213072742035742	{Group6=6.071285571677484E-4}	{Group6=0.0024285142286709937}	[ANO2, ANO4, ANO9, GABRD, GABRR2, GLRA2, GLRA3, SLC12A1, SLC26A3, SLC26A7]	[ANO1, ANO10, ANO2, ANO4, ANO5, ANO6, ANO7, ANO8, ANO9, APOL1, BEST1, BEST2, BEST3, BEST4, BSND, CFTR, CLCA1, CLCA2, CLCA3P, CLCA4, CLCC1, CLCN1, CLCN2, CLCN3, CLCN4, CLCN5, CLCN7, CLCNKA, CLCNKB, CLIC1, CLIC2, CLIC3, CLIC4, CLIC5, CLIC6, FXYD1, FXYD3, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, GLRA1, GLRA2, GLRA3, GLRA4, GLRB, NMUR2, PCYOX1, SLC12A1, SLC12A2, SLC12A3, SLC12A4, SLC12A5, SLC12A6, SLC12A7, SLC12A9, SLC1A4, SLC26A1, SLC26A3, SLC26A4, SLC26A6, SLC26A7, SLC26A8, SLC26A9, SLC4A1, SLC4A2, SLC4A3, TTYH1, TTYH2, TTYH3]	FALSE
GO:1903046	GO_BiologicalProcess_05.06.2015_11h19	meiotic cell cycle process	[3, 4, 5]	[Group7]	14	12.5	9.619518309343096E-4	0.014429277464014643	{Group7=9.164946955365785E-4}	{Group7=0.002749484086609736}	[ASPM, DDX4, MOCOS, MSH3, MSH4, PLK1, RAD1, RAD54B, SMC2, SPO11, STRA8, SYCP2, SYCP3, TRIP13]	[ACTR2, ACTR3, APITD1, ASPM, ATM, AURKA, BAG6, BHLHE40, BRCA2, BRDT, CCDC155, CCDC79, CCNA1, CCNB1IP1, CDC25B, CHTF18, CKS2, CPEB1, DDX4, DMC1, DMRT1, DMRTC2, EHMT2, EIF4G3, ERCC4, ESPL1, FANCD2, FANCM, FBXO5, FMN2, HFM1, HID1, HORMAD1, HORMAD2, HSPA2, HUS1, HUS1B, ING2, ING3, INGX, KLHDC3, M1AP, MAEL, MEI1, MEI4, MEIKIN, MEIOB, MLH1, MLH3, MOCOS, MOS, MRE11A, MSH2, MSH3, MSH4, MSH5, MSH6, MYH9, NDC1, OVOL1, P3H4, PIWIL2, PLK1, PRDM9, PSMD13, RAB33B, RAD1, RAD21, RAD21L1, RAD50, RAD51, RAD51B, RAD51C, RAD51D, RAD54B, REC8, RNASE6, RNF212, RPS27A, RRAD, SGOL1, SGOL2, SLC2A8, SMC2, SMC4, SPATA22, SPIRE1, SPIRE2, SPO11, STAG3, STRA13, STRA8, SYCE1, SYCE1L, SYCE2, SYCE3, SYCP1, SYCP2, SYCP3, SYDE1, TEX11, TEX12, TEX15, TOP2A, TOP2B, TRIP13, TUBG1, UBB, UBC, UBE2B, UBR2, WEE2]	TRUE
GO:1903509	GO_BiologicalProcess_05.06.2015_11h19	liposaccharide metabolic process	[4]	[Group8]	13	11.504425	0.0030490337010882626	0.021343235907617837	{Group8=0.0030490337010882626}	{Group8=0.0030490337010882626}	[AOAH, ARSB, ARSK, CWH43, GBA2, HEXB, NANS, PIGG, PIGO, SERAC1, ST8SIA4, ST8SIA5, UGCG]	[A3GALT2, A4GALT, ALDH5A1, ALG1, AOAH, ARSA, ARSB, ARSD, ARSE, ARSF, ARSG, ARSH, ARSI, ARSJ, ARSK, ASAH1, ASAH2, B3GNT5, B4GALNT1, BAX, CERK, CLN3, CLN6, CPTP, CREM, CTSA, CWH43, DPM1, DPM2, DPM3, EGFL7, ENPP7, GAL3ST1, GALC, GBA, GBA2, GBA3, GBGT1, GLA, GLB1, GLTP, GM2A, GPAA1, GPLD1, HEXA, HEXB, ITGB8, KIT, LARGE, MAP7, MPPE1, MTCH1, NAGA, NANS, NAT8, NEU1, NEU2, NEU3, NEU4, PGAP1, PGAP2, PGAP3, PIGA, PIGB, PIGC, PIGF, PIGG, PIGH, PIGK, PIGL, PIGM, PIGN, PIGO, PIGP, PIGQ, PIGS, PIGT, PIGU, PIGV, PIGW, PIGX, PIGY, PIGZ, PLAUR, PNLIPRP2, PRKAA1, PRKCD, PSAP, PYURF, SERAC1, SFTPA1, SFTPA2, SMPD1, SMPD2, SMPD3, SMPD4, ST3GAL5, ST3GAL6, ST6GALNAC3, ST6GALNAC4, ST6GALNAC5, ST6GALNAC6, ST8SIA1, ST8SIA2, ST8SIA3, ST8SIA4, ST8SIA5, ST8SIA6, STS, SUMF1, UGCG, UGT8, ZNF177]	TRUE
GO:1903825	GO_BiologicalProcess_05.06.2015_11h19	organic acid transmembrane transport	[4, 5, 6]	[None]	10	11.111111	0.011154494887902848	0.03346348466370854	{None=NaN}	{None=NaN}	[EMB, SLC17A8, SLC1A7, SLC38A9, SLC3A1, SLC6A14, SLC6A18, SLC6A20, SLC7A7, SLC7A9]	[ACACA, ACACB, ACSL6, AKT1, AKT2, CD36, CPT1A, CPT1B, CPT2, EMB, IRS2, MPC1, MPC2, PEX3, PQLC2, PRKAA2, PRKAB2, PRKAG2, SLC13A5, SLC15A4, SLC16A1, SLC16A12, SLC16A3, SLC16A5, SLC16A7, SLC16A8, SLC17A3, SLC17A6, SLC17A7, SLC17A8, SLC1A1, SLC1A2, SLC1A3, SLC1A4, SLC1A5, SLC1A6, SLC1A7, SLC22A12, SLC22A16, SLC22A4, SLC22A5, SLC25A12, SLC25A13, SLC25A15, SLC25A20, SLC25A22, SLC25A26, SLC27A5, SLC32A1, SLC36A1, SLC36A2, SLC36A3, SLC36A4, SLC38A1, SLC38A10, SLC38A11, SLC38A2, SLC38A3, SLC38A4, SLC38A5, SLC38A6, SLC38A7, SLC38A8, SLC38A9, SLC3A1, SLC43A1, SLC43A2, SLC6A14, SLC6A15, SLC6A18, SLC6A20, SLC6A6, SLC6A8, SLC6A9, SLC7A1, SLC7A10, SLC7A11, SLC7A13, SLC7A14, SLC7A2, SLC7A3, SLC7A4, SLC7A5, SLC7A5P1, SLC7A5P2, SLC7A6, SLC7A7, SLC7A8, SLC7A9, THBS1]	TRUE
